image_path,label
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro05\28.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro05\31.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\0.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\1.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\2.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\3.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\4.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\5.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\6.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\7.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\8.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\9.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\10.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\11.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\12.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\13.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\14.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\15.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\16.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\17.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\18.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\19.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\20.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\21.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\22.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\23.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\24.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\25.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\26.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\27.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\28.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\0.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\1.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\2.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\3.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\4.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\5.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\6.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\7.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\8.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\9.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\10.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\11.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\12.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\13.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\14.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\15.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\16.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\17.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\18.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\19.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\20.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\21.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\22.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\23.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\24.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\25.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\26.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\27.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\28.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\29.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro06\30.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\0.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\1.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\3.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\4.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\5.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\6.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\7.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\8.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\9.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\10.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\11.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\12.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\13.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\14.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\15.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\16.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\18.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\20.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\21.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\22.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\23.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\24.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\25.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\26.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\27.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\33.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\34.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\0.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\1.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\2.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\3.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\4.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\5.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\6.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\7.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\8.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\9.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\10.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\11.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\13.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\17.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\18.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\19.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\20.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\24.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\26.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\30.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\32.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_impro07\33.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\4.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\5.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\6.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\8.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\11.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\14.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\15.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\16.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\17.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\20.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\23.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\24.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\25.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\26.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\29.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\30.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\31.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\32.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\35.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\36.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\37.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\39.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\40.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\41.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\42.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\43.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\0.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\2.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\3.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\4.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\5.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\6.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\7.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\17.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\20.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\21.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\23.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\24.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\34.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\35.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\37.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\38.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\40.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\41.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_1\42.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_2\0.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_2\1.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_2\4.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_2\5.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_2\9.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_2\11.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_2\12.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_2\13.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_2\0.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_2\1.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_2\7.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_2\15.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_2\16.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_2\17.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\0.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\1.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\3.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\4.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\5.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\6.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\8.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\12.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\14.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\15.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\16.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\18.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\19.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\21.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\22.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\23.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\24.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\25.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\26.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\30.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\0.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\1.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\2.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\4.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\6.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\7.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\9.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\14.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\16.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\18.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\19.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\20.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\21.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\22.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\23.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\24.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\25.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\26.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\27.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\28.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\29.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\30.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\31.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\32.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\33.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\34.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\35.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\36.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\37.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\38.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\39.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\40.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\41.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script01_3\43.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\5.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\7.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\8.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\9.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\14.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\17.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\21.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\22.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\23.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\0.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\1.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\2.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\4.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\5.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\7.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\9.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\10.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\11.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\14.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\16.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\17.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\22.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\23.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\28.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\30.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\31.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\32.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\37.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\39.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\40.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\41.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\42.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\43.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\44.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\45.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_1\46.jpg,1
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_2\0.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_2\10.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_2\11.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_2\13.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_2\14.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_2\15.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_2\16.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_2\19.jpg,3
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_2\22.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_2\24.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_2\25.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_2\26.jpg,2
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_2\30.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_2\31.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_2\32.jpg,0
C:\EPICS26\iemocap_cnn\src\visual\..\..\features\frames\Ses01M_script02_2\33.jpg,2
